"PID","Status","Progress","Duration..in.seconds.","Finished","consent","zs_class_1","zs_class_2","zs_class_3","SDO_1","SDO_2","SDO_3","SDO_4","SDO_5","SDO_6","SDO_7","SDO_8","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5","zsm_6","zsm_7","check_1","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","lnktfate","support","impact_groups_1","impact_groups_2","impact_groups_DO_1","impact_groups_DO_2","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","ideo_DO_1","ideo_DO_2","ideo_DO_3","ideo_DO_4","ideo_DO_5","vote_2024_6_TEXT","age","gender_.99_TEXT","race_8_TEXT","class_7_TEXT","feedback","policy","FL_57_DO_FL_58","FL_57_DO_FL_59","FL_57_DO_FL_60","FL_57_DO_FL_61","FL_57_DO_FL_62","FL_57_DO_FL_63","FL_64_DO_FL_65","FL_64_DO_FL_74","FL_65_DO_Zero.sum.class","FL_65_DO_SDO","FL_65_DO_Zero.summindset","FL_65_DO_ClassSolidarity","FL_65_DO_LinkedFate","Zero.sum.class_DO_zs_class_1","Zero.sum.class_DO_intro","Zero.sum.class_DO_zs_class_3","Zero.sum.class_DO_zs_class_2","SDO_DO_intro","SDO_DO_SDO_1","SDO_DO_SDO_2","SDO_DO_SDO_3","SDO_DO_SDO_4","SDO_DO_SDO_5","SDO_DO_SDO_6","SDO_DO_SDO_7","SDO_DO_SDO_8","Zero.summindset_DO_intro","Zero.summindset_DO_zsm_4","Zero.summindset_DO_zsm_1","Zero.summindset_DO_zsm_5","Zero.summindset_DO_zsm_6","Zero.summindset_DO_check_1","Zero.summindset_DO_zsm_7","Zero.summindset_DO_zsm_2","Zero.summindset_DO_zsm_3","ClassSolidarity_DO_soli_6","ClassSolidarity_DO_intro","ClassSolidarity_DO_soli_4","ClassSolidarity_DO_soli_2","ClassSolidarity_DO_soli_5","ClassSolidarity_DO_soli_1","ClassSolidarity_DO_soli_3","Support.impact_DO_support","Support.impact_DO_impact_groups","party_id","vote_2020","vote_2024","gender","class","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu"
"RH373fq","0","100","394","1","1","5","4","3","4","3","5","6","5","6","4","6","3","3","2","5","5","3","5","5","5","5","5","5","5","4","5","4","2","-1","1","2","5","2","2","2","5","2","4","1","5","3","","63","","","","","climate","","","1","","","","2","1","2","3","5","1","4","4","1","2","3","1","2","3","4","6","9","8","7","5","1","7","3","5","4","8","6","2","9","2","1","4","7","3","6","5","1","2","Republican","Donald Trump","Donald Trump","woman","Middle Class","White","","","","","","","","$0-$20,000","2yearColl"
"SQ776rd","0","100","267","1","1","5","5","3","5","5","5","7","5","7","4","5","3","3","1","3","7","3","7","5","7","5","7","5","5","5","7","1","0","-3","2","1","7","1","1","1","1","5","4","3","1","2","","46","","","","","housing","","","","1","","","2","1","3","5","2","1","4","3","1","2","4","1","6","4","7","2","3","5","8","9","1","3","8","9","7","6","2","5","4","5","1","4","6","7","2","3","1","2","Republican","Donald Trump","Donald Trump","woman","Working Class","White","","","","","","","","$60,001-$80,000","MA"
"XT609gq","0","100","134","1","1","3","4","3","2","1","7","7","2","2","7","7","1","1","1","6","7","2","7","5","7","7","7","6","7","6","6","6","3","0","1","2","1","5","2","","4","4","1","2","3","5","","43","","","","","health","","","","","1","","2","1","2","4","5","3","1","4","1","2","3","1","6","9","5","3","8","2","7","4","1","2","8","3","5","9","4","7","6","6","1","2","7","3","4","5","1","2","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","White","","","","","","","","Over $200,000","4yearColl"
"RT796yh","0","100","216","1","1","1","1","7","7","7","4","1","7","7","1","1","1","1","1","1","7","1","7","5","3","6","4","4","4","4","4","1","-2","-2","2","1","7","3","1","3","3","1","4","5","3","2","","46","","","","","weed","","","","","","1","1","2","3","5","1","4","2","3","1","2","4","1","4","8","5","9","2","7","3","6","1","4","7","3","6","8","5","2","9","5","1","7","6","3","4","2","1","2","Republican","Donald Trump","Donald Trump","woman","Upper Class","White","","","","","","","","$180,001-$200,000","4yearColl"
"QM018pp","0","100","335","1","1","5","4","4","1","1","7","7","1","1","7","7","3","3","2","5","5","3","5","5","5","6","6","6","6","5","5","7","3","2","1","2","5","1","1","1","1","1","4","3","5","2","","46","","","","Thank you","debt","","1","","","","","1","2","3","5","2","1","4","3","1","4","2","1","8","6","9","3","2","7","5","4","1","3","4","7","5","9","6","2","8","3","1","4","5","6","2","7","2","1","Republican","I did not vote","I will not vote","woman","Lower Class","","Hispanic, Latino, or Spanish origin","","","","","","","$0-$20,000","4yearColl"
"GT469wt","0","100","307","1","1","7","7","1","1","1","7","7","1","1","7","7","7","7","5","7","1","7","1","5","7","7","7","7","7","7","7","7","3","0","1","2","5","3","4","4","3","5","3","2","4","1","","29","","","","Everything ran smooth and was easy to understand.","minwage","1","","","","","","1","2","2","4","3","5","1","3","1","2","4","1","7","9","6","3","2","8","4","5","1","9","2","4","8","3","5","7","6","7","1","5","3","4","2","6","1","2","Democrat","Joe Biden","Donald Trump","man","Working Class","","","Black or African American","","","","","","$60,001-$80,000","4yearColl"
"TD491sk","0","100","441","1","1","5","5","3","5","6","3","3","4","3","6","6","4","4","4","3","6","2","6","5","6","6","6","6","5","5","6","6","2","0","2","1","1","6","6","3","7","2","3","1","5","4","","37","","","","","minwage","1","","","","","","2","1","5","2","1","3","4","3","1","2","4","1","5","6","7","4","2","3","9","8","1","7","3","6","2","9","8","4","5","2","1","5","4","3","7","6","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","","","","","","$100,001-$120,000","MA"
"YF098iv","0","100","442","1","1","7","7","1","1","1","6","7","4","1","7","7","6","6","4","6","4","6","2","5","6","7","6","7","7","7","7","6","3","-2","1","2","4","1","1","","","5","3","4","1","2","","25","","","","","health","","","","","1","","1","2","4","2","1","5","3","2","1","4","3","1","3","7","2","9","4","5","8","6","1","7","6","8","4","3","5","2","9","4","1","7","3","6","2","5","2","1","Independent","Donald Trump","Donald Trump","man","Working Class","","","","Asian","","","","","$20,001-$40,000","4yearColl"
"VD169fz","0","100","332","1","1","5","3","5","2","1","7","7","1","1","7","7","3","1","2","3","5","3","4","5","6","6","6","7","7","6","5","7","2","0","2","1","","","","","","5","1","4","3","2","","37","","","","","debt","","1","","","","","1","2","5","4","2","1","3","4","1","3","2","1","8","3","7","5","9","4","2","6","1","2","4","5","8","7","3","9","6","2","1","5","4","3","7","6","2","1","Independent","Joe Biden","I will not vote","man","Lower Middle Class","White","","","","","","","","$0-$20,000","2yearColl"
"YP379ch","0","100","246","1","1","2","2","5","4","2","5","5","4","4","4","5","2","2","3","4","6","2","6","5","5","5","5","4","6","5","5","5","2","-2","2","1","3","","2","5","","5","3","1","2","4","","28","","","","","minwage","1","","","","","","1","2","5","3","1","2","4","4","1","3","2","1","2","5","9","8","7","6","4","3","1","7","4","5","6","3","2","9","8","3","1","5","2","4","6","7","2","1","Independent","Joe Biden","Robert F. Kennedy Jr.","woman","Middle Class","White","","","","","","","","Over $200,000","4yearColl"
"IQ213qb","0","100","377","1","1","6","5","2","1","1","7","7","1","1","7","7","2","2","2","3","6","2","6","5","5","7","5","6","6","6","6","7","3","0","2","1","2","2","4","3","7","3","1","2","4","5","","37","","","","","minwage","1","","","","","","2","1","4","1","2","3","5","3","1","4","2","1","5","6","4","9","2","3","8","7","1","6","7","5","3","2","9","8","4","6","1","5","7","4","3","2","2","1","Democrat","Donald Trump","Donald Trump","man","Lower Class","White","","","","","","","","$20,001-$40,000","GED"
"DF314ba","0","100","421","1","1","6","6","2","4","3","5","6","2","4","5","6","5","5","3","3","3","5","4","5","6","6","6","6","6","6","5","5","1","1","2","1","5","2","2","1","3","2","4","5","1","3","","25","","","","","weed","","","","","","1","2","1","2","3","4","1","5","3","1","4","2","1","8","5","7","2","3","9","6","4","1","8","6","2","5","4","9","3","7","3","1","5","4","2","6","7","2","1","Republican","Donald Trump","Donald Trump","woman","Middle Class","White","","","","","","","","$20,001-$40,000","4yearColl"
"EU706rb","0","100","189","1","1","7","7","1","1","1","7","7","1","1","7","7","7","7","7","7","1","7","1","5","7","7","7","7","7","7","5","7","3","-3","1","2","1","2","1","7","4","4","1","3","2","5","","41","","","","","minwage","1","","","","","","1","2","2","5","3","4","1","4","1","2","3","1","6","3","5","8","9","4","2","7","1","8","7","4","3","9","6","5","2","6","1","4","3","2","5","7","1","2","Independent","Joe Biden","Joe Biden","man","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","GED"
"QG531zv","0","100","314","1","1","5","4","3","3","1","6","6","5","2","6","6","2","2","2","5","6","2","6","5","5","6","4","6","5","5","3","7","3","0","1","2","2","5","3","2","6","1","4","3","5","2","","33","","","","","housing","","","","1","","","1","2","5","4","3","2","1","3","1","2","4","1","5","7","8","4","2","9","6","3","1","2","6","5","4","3","7","8","9","4","1","6","5","3","7","2","2","1","Democrat","Donald Trump","Joe Biden","man","Lower Class","White","","","","","","","","$20,001-$40,000","4yearColl"
"IB407gs","0","100","353","1","1","2","2","6","3","3","6","2","2","2","6","7","2","2","3","3","6","2","6","5","4","7","5","6","6","5","5","7","3","0","2","1","3","5","3","","6","5","1","3","2","4","","33","","","","","debt","","1","","","","","1","2","2","5","1","3","4","3","1","2","4","1","2","8","7","6","3","9","4","5","1","5","2","9","4","6","7","3","8","6","1","7","4","3","5","2","2","1","Republican","Donald Trump","Donald Trump","man","Lower Middle Class","","","","Asian","","","","","$60,001-$80,000","MA"
"PZ164sr","0","100","264","1","1","6","4","2","1","1","7","7","1","1","7","7","2","2","2","4","6","2","6","5","6","6","6","6","5","6","6","7","3","3","2","1","1","6","1","1","6","3","2","4","5","1","","32","","","","","debt","","1","","","","","2","1","4","2","1","3","5","3","1","2","4","1","9","2","6","3","5","4","7","8","1","2","5","4","6","9","3","7","8","7","1","6","5","2","4","3","1","2","Independent","I did not vote","I will not vote","man","Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","GED"
"SV365hj","0","100","420","1","1","7","7","1","1","1","7","7","1","1","7","7","5","5","6","5","3","5","3","5","7","7","7","7","7","7","6","7","3","-2","2","1","3","6","5","","","4","3","5","1","2","","23","","","","","minwage","1","","","","","","1","2","5","1","4","3","2","4","1","2","3","1","4","9","7","2","8","3","5","6","1","9","2","5","7","4","8","6","3","2","1","6","5","3","4","7","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$60,001-$80,000","MA"
"VC765dw","0","100","217","1","1","3","5","3","3","4","5","5","4","3","4","6","2","3","2","3","4","5","5","5","5","5","5","6","5","5","6","6","2","1","2","1","2","6","6","4","5","1","5","4","3","2","","46","","","","","health","","","","","1","","2","1","3","4","5","1","2","3","1","2","4","1","6","2","4","3","5","9","7","8","1","5","8","6","2","3","4","9","7","3","1","5","2","4","6","7","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$160,001-$180,000","4yearColl"
"FF746vp","0","100","364","1","1","2","2","5","4","5","4","7","3","3","4","7","3","3","3","5","6","3","6","5","5","5","5","5","3","5","3","5","2","2","1","2","2","1","3","1","4","1","4","3","5","2","","24","","","","thanks ","housing","","","","1","","","2","1","3","2","5","1","4","2","1","4","3","1","3","9","6","5","8","7","2","4","1","7","9","6","4","3","2","5","8","3","1","6","7","4","5","2","1","2","Republican","Donald Trump","Donald Trump","woman","Upper Middle Class","White","","","","","","","","$80,001-$100,000","2yearColl"
"FS914tz","0","100","352","1","1","5","5","2","4","1","7","7","4","2","6","6","2","3","1","3","5","2","6","5","7","6","7","7","7","7","6","6","3","1","1","2","2","5","2","1","5","1","4","5","3","2","I'm not honestly sure","33","","","","","health","","","","","1","","1","2","2","1","3","4","5","4","1","2","3","1","9","4","3","7","8","5","6","2","1","2","8","4","6","7","9","5","3","5","1","3","2","7","6","4","2","1","Independent","Joe Biden","Other","man","Middle Class","","","","Asian","","","","","$80,001-$100,000","MA"
"XM343sx","0","100","259","1","1","7","7","1","1","1","7","7","4","1","6","7","2","4","3","4","6","2","6","5","7","7","7","7","7","7","7","7","2","-1","1","2","1","2","","1","2","5","1","3","4","2","","36","","","","","climate","","","1","","","","2","1","2","1","5","4","3","4","1","2","3","1","5","6","4","7","2","9","8","3","1","4","9","8","5","7","3","2","6","6","1","2","4","7","3","5","2","1","Independent","Third-party candidate","Cornel West","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"BY805bz","0","100","322","1","1","7","6","1","1","1","7","6","2","2","6","7","5","4","2","6","3","4","3","5","6","7","7","6","7","7","6","7","3","0","2","1","2","5","1","2","2","1","2","5","3","4","","36","","","","","debt","","1","","","","","1","2","3","4","2","5","1","2","1","3","4","1","2","4","8","5","6","9","3","7","1","4","8","7","3","9","6","5","2","4","1","2","6","5","3","7","2","1","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$140,001-$160,000","4yearColl"
"AO649cj","0","100","224","1","1","2","2","6","1","1","7","7","4","4","6","6","2","2","2","2","6","2","6","5","3","6","5","5","5","4","5","1","0","0","2","1","5","1","1","1","1","2","4","1","3","5","","67","","","","","housing","","","","1","","","2","1","1","3","2","5","4","2","1","4","3","1","9","3","8","4","2","5","6","7","1","2","6","7","5","4","8","3","9","2","1","5","6","4","7","3","2","1","Republican","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$80,001-$100,000","MA"
"ME169qi","0","100","407","1","1","6","6","2","2","1","6","6","6","2","6","6","4","3","2","4","6","3","6","5","6","6","6","6","6","6","6","7","2","2","2","1","2","4","6","4","6","4","3","1","2","5","","42","","","","","minwage","1","","","","","","2","1","2","4","1","5","3","3","1","4","2","1","4","8","5","9","2","7","3","6","1","2","3","4","8","6","5","9","7","4","1","2","7","3","5","6","1","2","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","White","","","","","","","","$40,001-$60,000","GED"
"GQ004xl","0","100","357","1","1","2","2","6","5","2","7","7","7","7","4","6","3","3","1","3","6","4","6","5","4","6","6","6","7","6","4","6","2","0","2","1","7","1","1","2","1","4","5","3","1","2","","45","","","","","minwage","1","","","","","","1","2","2","3","1","4","5","3","1","4","2","1","2","7","4","5","3","9","8","6","1","3","7","8","2","4","9","6","5","7","1","5","4","2","3","6","1","2","Republican","Donald Trump","Donald Trump","man","Lower Middle Class","White","","","","","","","","$60,001-$80,000","GED"
"VH714hx","0","100","157","1","1","6","6","2","3","5","5","5","3","6","4","4","4","4","4","4","4","4","4","5","4","5","5","5","4","4","3","7","1","0","1","2","4","2","2","3","1","3","1","5","4","2","","44","","","","","housing","","","","1","","","2","1","3","2","4","1","5","2","1","3","4","1","8","4","9","6","7","5","3","2","1","9","3","5","4","6","2","8","7","5","1","2","4","3","7","6","1","2","Republican","Joe Biden","Donald Trump","man","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"UO595oj","0","100","259","1","1","3","2","4","5","6","5","6","3","6","4","2","5","5","4","3","5","5","4","6","5","5","6","5","3","3","3","6","1","3","1","2","4","5","5","3","4","2","1","4","3","5","","38","","","","","health","","","","","1","","2","1","3","2","5","4","1","4","1","3","2","1","8","9","6","2","7","5","3","4","1","7","8","6","3","2","4","5","9","6","1","7","3","4","5","2","2","1","Independent","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$80,001-$100,000","MA"
"CY576fm","0","100","313","1","1","6","7","5","6","5","6","6","4","1","7","7","1","6","5","6","7","4","6","5","5","6","6","7","7","6","4","5","2","-1","2","1","3","5","5","4","6","5","1","4","2","3","","36","","","","","minwage","1","","","","","","1","2","5","4","1","3","2","4","1","3","2","1","4","7","2","6","9","5","3","8","1","9","6","4","8","2","5","3","7","5","1","4","7","6","2","3","2","1","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","","","Black or African American","","","","","","$80,001-$100,000","4yearColl"
"OI312cd","0","100","429","1","1","3","3","6","6","5","7","7","1","1","7","7","2","3","1","7","7","2","7","5","7","7","7","7","5","7","7","6","2","1","1","2","3","5","5","5","5","5","1","2","3","4","","29","","","","","climate","","","1","","","","2","1","1","4","3","2","5","3","1","2","4","1","9","4","3","8","2","6","5","7","1","6","2","5","3","4","7","8","9","7","1","6","3","2","4","5","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"RY613tf","0","100","365","1","1","5","4","3","2","1","7","5","4","3","4","5","3","2","7","5","5","3","2","5","5","5","5","5","6","5","6","5","1","-1","2","1","2","4","3","3","","1","2","4","3","5","Claudia de la Cruz","21","","","","","housing","","","","1","","","1","2","2","4","3","5","1","2","1","3","4","1","5","8","4","7","9","2","3","6","1","9","8","5","2","3","4","7","6","2","1","7","4","6","3","5","2","1","Democrat","Joe Biden","Other","woman","Lower Middle Class","","","Black or African American","","","","","","$40,001-$60,000","GED"
"ZJ688cu","0","100","176","1","1","4","4","4","2","4","6","4","4","4","4","5","2","2","2","4","6","2","6","5","4","5","4","5","4","5","6","4","0","0","1","2","3","2","2","4","2","3","4","2","5","1","","32","","","","","health","","","","","1","","2","1","2","5","3","4","1","3","1","4","2","1","4","3","9","8","6","5","7","2","1","9","8","7","6","5","2","4","3","2","1","6","3","7","4","5","1","2","Independent","Donald Trump","Donald Trump","woman","Working Class","White","","","","","","","","$80,001-$100,000","2yearColl"
"AD227et","0","100","220","1","1","7","6","2","7","7","2","1","7","7","1","1","6","5","6","5","2","7","2","5","2","2","3","2","6","4","7","1","3","0","2","1","2","1","1","1","1","2","1","5","4","3","","41","","","","","debt","","1","","","","","2","1","3","1","2","4","5","2","1","4","3","1","7","2","4","8","9","6","5","3","1","2","8","9","7","5","4","3","6","4","1","6","2","5","7","3","2","1","Democrat","Joe Biden","Donald Trump","woman","Middle Class","White","","","","","","","","$80,001-$100,000","GED"
"JM888he","0","100","422","1","1","6","6","5","3","3","4","6","2","2","5","5","5","4","3","3","4","3","4","5","6","6","6","5","4","6","5","6","1","-1","2","1","2","3","2","2","2","2","5","4","1","3","","28","","","","","weed","","","","","","1","1","2","1","5","4","3","2","3","1","2","4","1","3","6","2","8","7","9","5","4","1","7","4","3","5","8","2","9","6","7","1","3","6","4","2","5","2","1","Independent","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$60,001-$80,000","GED"
"LJ605vf","0","100","207","1","1","6","6","2","1","1","7","7","1","1","7","7","2","3","3","5","4","3","6","5","7","7","7","7","7","7","7","7","3","0","2","1","1","6","4","4","7","2","1","4","3","5","","33","","","","","health","","","","","1","","2","1","1","4","2","3","5","2","1","3","4","1","5","2","3","6","7","9","8","4","1","7","4","3","8","6","2","5","9","3","1","2","7","6","5","4","2","1","Independent","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$20,001-$40,000","2yearColl"
